Branch ID,Branch Name,Number of Holds,Title,Author,As of Date,Web URL
EPLWOO,Woodcroft Branch,13,Crash & burn : a novel / Lisa Gardner,Gardner Lisa,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=crash%20%26%20burn
EPLWOO,Woodcroft Branch,13,The nightingale / Kristin Hannah,Hannah Kristin,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/
EPLWOO,Woodcroft Branch,13,The buried giant / Kazuo Ishiguro,Ishiguro Kazuo,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20buried%20giant
EPLWOO,Woodcroft Branch,14,And the birds rained down / written by Jocelyne Saucier ; translated by Rhonda Mullins,Saucier Jocelyne,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=and%20the%20birds
EPLWOO,Woodcroft Branch,14,When everything feels like the movies / Raziel Reid,Reid Raziel,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=when%20everything%20feels
EPLWOO,Woodcroft Branch,15,"The brain's way of healing : remarkable discoveries and recoveries from the frontiers of neuroplasticity / Norman Doidge, M.D",Doidge Norman,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20brain%27s%20way
EPLWOO,Woodcroft Branch,16,At the water's edge : a novel / Sara Gruen,Gruen Sara,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=at%20the%20water%27s
EPLWOO,Woodcroft Branch,17,The liar / Nora Roberts,Roberts Nora,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20liar%20/
EPLWOO,Woodcroft Branch,22,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLWOO,Woodcroft Branch,52,The girl on the train / Paula Hawkins,Hawkins Paula,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLIDY,Idylwylde Branch,12,Alan Turing : the enigma / Andrew Hodges ; with a foreword by Douglas Hofstadter and a new preface by the author,Hodges Andrew,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=alan%20turing%20%3A
EPLIDY,Idylwylde Branch,13,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light
EPLIDY,Idylwylde Branch,14,Is Gwyneth Paltrow wrong about everything? : when celebrity culture and science clash / Timothy Caulfield,Caulfield Timothy A,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=is%20gwyneth%20paltrow
EPLIDY,Idylwylde Branch,14,Inside the O'Briens : a novel / Lisa Genova,Genova Lisa,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=inside%20the%20o%27briens
EPLIDY,Idylwylde Branch,14,Yes please / Amy Poehler,Poehler Amy,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/
EPLIDY,Idylwylde Branch,17,And the birds rained down / written by Jocelyne Saucier ; translated by Rhonda Mullins,Saucier Jocelyne,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=and%20the%20birds
EPLIDY,Idylwylde Branch,17,Heir  / by Kiera  Cass,Cass Kiera,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=heir%20/%20by
EPLIDY,Idylwylde Branch,18,Ru / Kim Thauy ; translated from the French by Sheila Fischman,Thauy Kim,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=ru%20/%20kim
EPLIDY,Idylwylde Branch,37,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLIDY,Idylwylde Branch,48,The girl on the train / Paula Hawkins,Hawkins Paula,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLJPL,Jasper Place Branch,13,Go Set a Watchman  / by Harper  Lee,Lee Harper,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=go%20set%20a
EPLJPL,Jasper Place Branch,13,The night stages / Jane Urquhart,Urquhart Jane,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20night%20stages
EPLJPL,Jasper Place Branch,14,My secret sister / Helen Edwards & Jenny Lee Smith ; with Jacquie Buttriss. --,Edwards Helen,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=my%20secret%20sister
EPLJPL,Jasper Place Branch,15,The nightingale / Kristin Hannah,Hannah Kristin,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/
EPLJPL,Jasper Place Branch,16,Inside the O'Briens : a novel / Lisa Genova,Genova Lisa,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=inside%20the%20o%27briens
EPLJPL,Jasper Place Branch,17,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light
EPLJPL,Jasper Place Branch,17,A spool of blue thread / Anne Tyler,Tyler Anne,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=a%20spool%20of
EPLJPL,Jasper Place Branch,17,Promise  / by Robert  Crais,Crais Robert,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=promise%20/%20by
EPLJPL,Jasper Place Branch,20,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLJPL,Jasper Place Branch,55,The girl on the train / Paula Hawkins,Hawkins Paula,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLCLV,Clareview Branch,16,The girl on the train / Paula Hawkins,Hawkins Paula,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLCLV,Clareview Branch,5,My secret sister / Helen Edwards & Jenny Lee Smith ; with Jacquie Buttriss. --,Edwards Helen,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=my%20secret%20sister
EPLCLV,Clareview Branch,5,The husband's secret / Liane Moriarty,Moriarty Liane,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret
EPLCLV,Clareview Branch,5,The liar / Nora Roberts,Roberts Nora,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20liar%20/
EPLCLV,Clareview Branch,5,The book with no pictures / B.J. Novak,Novak B J,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20book%20with
EPLCLV,Clareview Branch,5,Yes please / Amy Poehler,Poehler Amy,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/
EPLCLV,Clareview Branch,6,Paper towns / by John Green,Green John,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=paper%20towns%20/
EPLCLV,Clareview Branch,6,Heir  / by Kiera  Cass,Cass Kiera,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=heir%20/%20by
EPLCLV,Clareview Branch,6,Cambridge IELTS ... : examination papers from the University of Cambridge Local Examinations Syndicate,University of Cambridge Local Examinations Syndicate,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=cambridge%20ielts%20...
EPLCLV,Clareview Branch,6,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLGMU,MacEwan University,1,Just one evil act / Elizabeth George,George Elizabeth,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=just%20one%20evil
EPLGMU,MacEwan University,1,Loving someone with anxiety : understanding & helping your partner / Kate N. Thieda,Thieda Kate,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=loving%20someone%20with
EPLGMU,MacEwan University,1,Mind games / Kiersten White,White Kiersten,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=mind%20games%20/
EPLGMU,MacEwan University,1,The long war / Terry Pratchett and Stephen Baxter,Pratchett Terry,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20long%20war
EPLGMU,MacEwan University,1,The casual vacancy / J.K. Rowling,Rowling J K,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20casual%20vacancy
EPLGMU,MacEwan University,1,Bret and Grandma's trip! / written by Isabel Crawford ; illustrated by Sue King. --,Crawford Isabel,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=bret%20and%20grandma%27s
EPLGMU,MacEwan University,1,What makes a baby : a book for every kind of family and every kind of kid / written by Cory Silverberg ; illustrated by Fiona Smyth. --,Silverberg Cory,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=what%20makes%20a
EPLGMU,MacEwan University,2,Etta and Otto and Russell and James / Emma Hooper,Hooper Emma,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=etta%20and%20otto
EPLGMU,MacEwan University,2,Station eleven / Emily St. John Mandel,Mandel Emily St John,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=station%20eleven%20/
EPLGMU,MacEwan University,3,The nightingale / Kristin Hannah,Hannah Kristin,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/
EPLWMC,Whitemud Crossing Branch,141,The girl on the train / Paula Hawkins,Hawkins Paula,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLWMC,Whitemud Crossing Branch,32,The nightingale / Kristin Hannah,Hannah Kristin,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/
EPLWMC,Whitemud Crossing Branch,33,Heir  / by Kiera  Cass,Cass Kiera,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=heir%20/%20by
EPLWMC,Whitemud Crossing Branch,33,A spool of blue thread / Anne Tyler,Tyler Anne,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=a%20spool%20of
EPLWMC,Whitemud Crossing Branch,34,The buried giant / Kazuo Ishiguro,Ishiguro Kazuo,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20buried%20giant
EPLWMC,Whitemud Crossing Branch,36,At the water's edge : a novel / Sara Gruen,Gruen Sara,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=at%20the%20water%27s
EPLWMC,Whitemud Crossing Branch,40,Ru / Kim Thauy ; translated from the French by Sheila Fischman,Thauy Kim,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=ru%20/%20kim
EPLLHL,Lois Hole Library,22,Heir  / by Kiera  Cass,Cass Kiera,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=heir%20/%20by
EPLWMC,Whitemud Crossing Branch,47,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light
EPLWMC,Whitemud Crossing Branch,52,Cambridge IELTS ... : examination papers from the University of Cambridge Local Examinations Syndicate,University of Cambridge Local Examinations Syndicate,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=cambridge%20ielts%20...
EPLWMC,Whitemud Crossing Branch,53,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLSPW,Sprucewood Branch,3,Alan Turing : the enigma / Andrew Hodges ; with a foreword by Douglas Hofstadter and a new preface by the author,Hodges Andrew,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=alan%20turing%20%3A
EPLSPW,Sprucewood Branch,3,The back of the turtle : a novel / Thomas King,King Thomas,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20back%20of
EPLSPW,Sprucewood Branch,3,Archie 1000 Page Comics Extravaganza  / by   Archie Superstars,Archie Superstars,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=archie%201000%20page
EPLSPW,Sprucewood Branch,4,Cambridge Ielts 10: Student's Book With Answers,,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=cambridge%20ielts%2010%3A
EPLHIG,Highlands Branch,5,Mightier than the sword / Jeffrey Archer,Archer Jeffrey,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=mightier%20than%20the
EPLSPW,Sprucewood Branch,4,Party of one : Stephen Harper and Canada's radical makeover / Michael Harris,Harris Michael,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=party%20of%20one
EPLSPW,Sprucewood Branch,4,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLSPW,Sprucewood Branch,5,Ru / Kim Thauy ; translated from the French by Sheila Fischman,Thauy Kim,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=ru%20/%20kim
EPLSPW,Sprucewood Branch,5,What if? : serious scientific answers to absurd hypothetical questions / Randall Munroe,Munroe Randall,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=what%20if%3F%20%3A
EPLSPW,Sprucewood Branch,6,The inconvenient Indian : a curious account of Native People in North America / Thomas King,King Thomas,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20inconvenient%20indian
EPLSPW,Sprucewood Branch,8,The girl on the train / Paula Hawkins,Hawkins Paula,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLSTR,Strathcona Branch,13,The nightingale / Kristin Hannah,Hannah Kristin,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/
EPLSTR,Strathcona Branch,13,H is for hawk / Helen MacDonald,Macdonald Helen,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=h%20is%20for
EPLSTR,Strathcona Branch,14,Yes please / Amy Poehler,Poehler Amy,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/
EPLSTR,Strathcona Branch,16,Is Gwyneth Paltrow wrong about everything? : when celebrity culture and science clash / Timothy Caulfield,Caulfield Timothy A,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=is%20gwyneth%20paltrow
EPLSTR,Strathcona Branch,16,And the birds rained down / written by Jocelyne Saucier ; translated by Rhonda Mullins,Saucier Jocelyne,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=and%20the%20birds
EPLSTR,Strathcona Branch,16,The inconvenient Indian : a curious account of Native People in North America / Thomas King,King Thomas,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20inconvenient%20indian
EPLSTR,Strathcona Branch,16,Ru / Kim Thauy ; translated from the French by Sheila Fischman,Thauy Kim,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=ru%20/%20kim
EPLSTR,Strathcona Branch,25,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLSTR,Strathcona Branch,26,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light
EPLSTR,Strathcona Branch,51,The girl on the train / Paula Hawkins,Hawkins Paula,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLHIG,Highlands Branch,4,"The brain's way of healing : remarkable discoveries and recoveries from the frontiers of neuroplasticity / Norman Doidge, M.D",Doidge Norman,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20brain%27s%20way
EPLHIG,Highlands Branch,4,Big little lies / Liane Moriarty,Moriarty Liane,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=big%20little%20lies
EPLHIG,Highlands Branch,4,A spool of blue thread / Anne Tyler,Tyler Anne,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=a%20spool%20of
EPLHIG,Highlands Branch,4,Promise  / by Robert  Crais,Crais Robert,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=promise%20/%20by
EPLHIG,Highlands Branch,5,The husband's secret / Liane Moriarty,Moriarty Liane,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret
EPLHIG,Highlands Branch,5,The girl on the train / Paula Hawkins,Hawkins Paula,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLHIG,Highlands Branch,5,My Grandfather Would Have Shot Me  / by Jennifer  Teege,Teege Jennifer,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=my%20grandfather%20would
EPLHIG,Highlands Branch,7,Still Alice : a novel / Lisa Genova,Genova Lisa,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=still%20alice%20%3A
EPLHIG,Highlands Branch,7,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLCPL,Capilano Branch,22,The girl on the train / Paula Hawkins,Hawkins Paula,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLCPL,Capilano Branch,7,Is Gwyneth Paltrow wrong about everything? : when celebrity culture and science clash / Timothy Caulfield,Caulfield Timothy A,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=is%20gwyneth%20paltrow
EPLCPL,Capilano Branch,7,The stranger / Harlan Coben,Coben Harlan,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20stranger%20/
EPLCPL,Capilano Branch,7,14th deadly sin / James Patterson and Maxine Paetro,Patterson James,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=14th%20deadly%20sin
EPLCPL,Capilano Branch,7,A spool of blue thread / Anne Tyler,Tyler Anne,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=a%20spool%20of
EPLCPL,Capilano Branch,8,Still Alice : a novel / Lisa Genova,Genova Lisa,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=still%20alice%20%3A
EPLCPL,Capilano Branch,8,Heir  / by Kiera  Cass,Cass Kiera,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=heir%20/%20by
EPLCPL,Capilano Branch,8,Cambridge IELTS ... : examination papers from the University of Cambridge Local Examinations Syndicate,University of Cambridge Local Examinations Syndicate,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=cambridge%20ielts%20...
EPLCPL,Capilano Branch,9,Memory man / David Baldacci,Baldacci David,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=memory%20man%20/
EPLCPL,Capilano Branch,9,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLCSD,Castle Downs Branch,12,Mightier than the sword / Jeffrey Archer,Archer Jeffrey,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=mightier%20than%20the
EPLCSD,Castle Downs Branch,12,The maze runner / James Dashner,Dashner James,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner
EPLCSD,Castle Downs Branch,13,The nightingale / Kristin Hannah,Hannah Kristin,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/
EPLCSD,Castle Downs Branch,14,The husband's secret / Liane Moriarty,Moriarty Liane,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret
EPLCSD,Castle Downs Branch,15,Heir  / by Kiera  Cass,Cass Kiera,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=heir%20/%20by
EPLCSD,Castle Downs Branch,15,The liar / Nora Roberts,Roberts Nora,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20liar%20/
EPLMNA,Stanley A. Milner Library (Downtown),17,The buried giant / Kazuo Ishiguro,Ishiguro Kazuo,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20buried%20giant
EPLCSD,Castle Downs Branch,15,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/
EPLMEA,Meadows Branch,10,The Rosie project / Graeme Simsion. --,Simsion Graeme C,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project
EPLCSD,Castle Downs Branch,16,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLCSD,Castle Downs Branch,18,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light
EPLCSD,Castle Downs Branch,56,The girl on the train / Paula Hawkins,Hawkins Paula,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLRIV,Riverbend Branch,20,The maze runner / James Dashner,Dashner James,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner
EPLRIV,Riverbend Branch,21,My secret sister / Helen Edwards & Jenny Lee Smith ; with Jacquie Buttriss. --,Edwards Helen,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=my%20secret%20sister
EPLRIV,Riverbend Branch,21,At the water's edge : a novel / Sara Gruen,Gruen Sara,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=at%20the%20water%27s
EPLRIV,Riverbend Branch,22,Ru / Kim Thauy ; translated from the French by Sheila Fischman,Thauy Kim,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=ru%20/%20kim
EPLRIV,Riverbend Branch,23,Inside the O'Briens : a novel / Lisa Genova,Genova Lisa,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=inside%20the%20o%27briens
EPLRIV,Riverbend Branch,23,The nightingale / Kristin Hannah,Hannah Kristin,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/
EPLRIV,Riverbend Branch,27,Heir  / by Kiera  Cass,Cass Kiera,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=heir%20/%20by
EPLRIV,Riverbend Branch,32,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light
EPLRIV,Riverbend Branch,40,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLRIV,Riverbend Branch,91,The girl on the train / Paula Hawkins,Hawkins Paula,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLMLW,Mill Woods Branch,14,14th deadly sin / James Patterson and Maxine Paetro,Patterson James,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=14th%20deadly%20sin
EPLMLW,Mill Woods Branch,14,Big Nate. Say good-bye to dork city / by Lincoln Peirce,Peirce Lincoln,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=big%20nate.%20say
EPLMLW,Mill Woods Branch,15,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light
EPLMLW,Mill Woods Branch,17,Cambridge IELTS 9 : authentic examination papers from Cambridge ESOL,University of Cambridge Local Examinations Syndicate,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=cambridge%20ielts%209
EPLMLW,Mill Woods Branch,17,Red queen / Victoria Aveyard,Aveyard Victoria,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=red%20queen%20/
EPLMLW,Mill Woods Branch,22,Heir  / by Kiera  Cass,Cass Kiera,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=heir%20/%20by
EPLMLW,Mill Woods Branch,23,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic
EPLMLW,Mill Woods Branch,27,The maze runner / James Dashner,Dashner James,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner
EPLMLW,Mill Woods Branch,48,The girl on the train / Paula Hawkins,Hawkins Paula,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on
EPLMLW,Mill Woods Branch,69,Cambridge IELTS ... : examination papers from the University of Cambridge Local Examinations Syndicate,University of Cambridge Local Examinations Syndicate,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=cambridge%20ielts%20...
EPLLHL,Lois Hole Library,19,Dark places / Gillian Flynn,Flynn Gillian,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=dark%20places%20/
EPLLHL,Lois Hole Library,19,At the water's edge : a novel / Sara Gruen,Gruen Sara,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=at%20the%20water%27s
EPLLHL,Lois Hole Library,21,A spool of blue thread / Anne Tyler,Tyler Anne,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=a%20spool%20of
EPLLHL,Lois Hole Library,22,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,05/11/2015 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/
